id;title;allday;start;end;description;url_public;url_admin;location_id;location_type;location_name;campus_id;campus_name;campus_1;category_id;category_name;owner_id;owner_name;presenter;calendar_id;calendar_name;calendar_public;calendar_admin;registration;color;featured_image;more_info;setup_time;teardown_time;audience;registration_form_id;registration_series_linked;has_registration_opened;has_registration_closed;physical_seats;physical_seats_taken;online_seats;online_seats_taken;seats_taken;wait_list;online_user_id;zoom_email;online_meeting_id;online_host_url;online_join_url;online_join_password;online_provider
4299881;R for absolutte nybegyndere;FALSE;2025-01-07T12:00:00Z;2025-01-07T14:00:00Z;"<p>L&aelig;g venligst m&aelig;rke til, at kurset holdes p&aring; dansk.</p>

<p><em>Please note that this course will be held in Danish. For courses in English, please visit the <a href=""https://kubkalender.kb.dk/calendar/datalab?cid=6416&amp;t=d&amp;d=0000-00-00&amp;cal=6416&amp;inc=0"" target=""_blank"">datalab course calendar</a>.</em></p>

<p>&nbsp;</p>

<p>R et grenerelt programmeringssprog, som er s&aelig;rlig egnet til statistiske analyser og til rens og visualisering af data.</p>

<p>Vi forventer ikke, at du har nogen erfaring med programmering. Derfor tager vi udgangspunkt i nogle af R&#39;s helt grundl&aelig;ggende funktionaliterer, som for eksempel:</p>

<ul>
	<li>RStudios gr&aelig;nseflade og hvordan marn interagerer med R</li>
	<li>Datatyper, variable og objekter</li>
	<li>Enkle aritmetiske og logiske operationer p&aring; data</li>
	<li>At arbejde med funktioner og hvordan man selv skriver en enkel funktion</li>
	<li>Import af data i R</li>
	<li>Opsummerende statistik</li>
	<li>Bearbejdning af tabeller</li>
	<li>Simple grafer, som ser lige s&aring; brugbare, som de er element&aelig;re.</li>
</ul>

<p>Forud for kurset beder vi dig om at installere R og RStudio eller at oprette en konto p&aring; rstudio.cloud. Du kan l&aelig;se mere om, hvordan man g&oslash;r, <a href=""http://kubdatalab.github.io/beginning-R/setup.html"" target=""_blank"">her</a>. Her finder du ogs&aring; kursusmaterialet samt de &oslash;velser, der gennemg&aring;es p&aring; kurset.</p>";https://kubkalender.kb.dk/event/4299881;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4299881;21573;2;Library Lighthouse, Zone 1;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33562;Analysis;16332;Christian Knudsen;Søren Davidsen & Christian Knudsen;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/R_logo.jpg;;0;0;;5673;FALSE;TRUE;TRUE;30;28;0;0;28;TRUE;NA;NA;NA;NA;NA;NA;NA
4299881;R for absolutte nybegyndere;FALSE;2025-01-07T12:00:00Z;2025-01-07T14:00:00Z;"<p>L&aelig;g venligst m&aelig;rke til, at kurset holdes p&aring; dansk.</p>

<p><em>Please note that this course will be held in Danish. For courses in English, please visit the <a href=""https://kubkalender.kb.dk/calendar/datalab?cid=6416&amp;t=d&amp;d=0000-00-00&amp;cal=6416&amp;inc=0"" target=""_blank"">datalab course calendar</a>.</em></p>

<p>&nbsp;</p>

<p>R et grenerelt programmeringssprog, som er s&aelig;rlig egnet til statistiske analyser og til rens og visualisering af data.</p>

<p>Vi forventer ikke, at du har nogen erfaring med programmering. Derfor tager vi udgangspunkt i nogle af R&#39;s helt grundl&aelig;ggende funktionaliterer, som for eksempel:</p>

<ul>
	<li>RStudios gr&aelig;nseflade og hvordan marn interagerer med R</li>
	<li>Datatyper, variable og objekter</li>
	<li>Enkle aritmetiske og logiske operationer p&aring; data</li>
	<li>At arbejde med funktioner og hvordan man selv skriver en enkel funktion</li>
	<li>Import af data i R</li>
	<li>Opsummerende statistik</li>
	<li>Bearbejdning af tabeller</li>
	<li>Simple grafer, som ser lige s&aring; brugbare, som de er element&aelig;re.</li>
</ul>

<p>Forud for kurset beder vi dig om at installere R og RStudio eller at oprette en konto p&aring; rstudio.cloud. Du kan l&aelig;se mere om, hvordan man g&oslash;r, <a href=""http://kubdatalab.github.io/beginning-R/setup.html"" target=""_blank"">her</a>. Her finder du ogs&aring; kursusmaterialet samt de &oslash;velser, der gennemg&aring;es p&aring; kurset.</p>";https://kubkalender.kb.dk/event/4299881;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4299881;21573;2;Library Lighthouse, Zone 1;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33561;Cleaning;16332;Christian Knudsen;Søren Davidsen & Christian Knudsen;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/R_logo.jpg;;0;0;;5673;FALSE;TRUE;TRUE;30;28;0;0;28;TRUE;NA;NA;NA;NA;NA;NA;NA
4299881;R for absolutte nybegyndere;FALSE;2025-01-07T12:00:00Z;2025-01-07T14:00:00Z;"<p>L&aelig;g venligst m&aelig;rke til, at kurset holdes p&aring; dansk.</p>

<p><em>Please note that this course will be held in Danish. For courses in English, please visit the <a href=""https://kubkalender.kb.dk/calendar/datalab?cid=6416&amp;t=d&amp;d=0000-00-00&amp;cal=6416&amp;inc=0"" target=""_blank"">datalab course calendar</a>.</em></p>

<p>&nbsp;</p>

<p>R et grenerelt programmeringssprog, som er s&aelig;rlig egnet til statistiske analyser og til rens og visualisering af data.</p>

<p>Vi forventer ikke, at du har nogen erfaring med programmering. Derfor tager vi udgangspunkt i nogle af R&#39;s helt grundl&aelig;ggende funktionaliterer, som for eksempel:</p>

<ul>
	<li>RStudios gr&aelig;nseflade og hvordan marn interagerer med R</li>
	<li>Datatyper, variable og objekter</li>
	<li>Enkle aritmetiske og logiske operationer p&aring; data</li>
	<li>At arbejde med funktioner og hvordan man selv skriver en enkel funktion</li>
	<li>Import af data i R</li>
	<li>Opsummerende statistik</li>
	<li>Bearbejdning af tabeller</li>
	<li>Simple grafer, som ser lige s&aring; brugbare, som de er element&aelig;re.</li>
</ul>

<p>Forud for kurset beder vi dig om at installere R og RStudio eller at oprette en konto p&aring; rstudio.cloud. Du kan l&aelig;se mere om, hvordan man g&oslash;r, <a href=""http://kubdatalab.github.io/beginning-R/setup.html"" target=""_blank"">her</a>. Her finder du ogs&aring; kursusmaterialet samt de &oslash;velser, der gennemg&aring;es p&aring; kurset.</p>";https://kubkalender.kb.dk/event/4299881;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4299881;21573;2;Library Lighthouse, Zone 1;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;36627;R;16332;Christian Knudsen;Søren Davidsen & Christian Knudsen;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/R_logo.jpg;;0;0;;5673;FALSE;TRUE;TRUE;30;28;0;0;28;TRUE;NA;NA;NA;NA;NA;NA;NA
4299881;R for absolutte nybegyndere;FALSE;2025-01-07T12:00:00Z;2025-01-07T14:00:00Z;"<p>L&aelig;g venligst m&aelig;rke til, at kurset holdes p&aring; dansk.</p>

<p><em>Please note that this course will be held in Danish. For courses in English, please visit the <a href=""https://kubkalender.kb.dk/calendar/datalab?cid=6416&amp;t=d&amp;d=0000-00-00&amp;cal=6416&amp;inc=0"" target=""_blank"">datalab course calendar</a>.</em></p>

<p>&nbsp;</p>

<p>R et grenerelt programmeringssprog, som er s&aelig;rlig egnet til statistiske analyser og til rens og visualisering af data.</p>

<p>Vi forventer ikke, at du har nogen erfaring med programmering. Derfor tager vi udgangspunkt i nogle af R&#39;s helt grundl&aelig;ggende funktionaliterer, som for eksempel:</p>

<ul>
	<li>RStudios gr&aelig;nseflade og hvordan marn interagerer med R</li>
	<li>Datatyper, variable og objekter</li>
	<li>Enkle aritmetiske og logiske operationer p&aring; data</li>
	<li>At arbejde med funktioner og hvordan man selv skriver en enkel funktion</li>
	<li>Import af data i R</li>
	<li>Opsummerende statistik</li>
	<li>Bearbejdning af tabeller</li>
	<li>Simple grafer, som ser lige s&aring; brugbare, som de er element&aelig;re.</li>
</ul>

<p>Forud for kurset beder vi dig om at installere R og RStudio eller at oprette en konto p&aring; rstudio.cloud. Du kan l&aelig;se mere om, hvordan man g&oslash;r, <a href=""http://kubdatalab.github.io/beginning-R/setup.html"" target=""_blank"">her</a>. Her finder du ogs&aring; kursusmaterialet samt de &oslash;velser, der gennemg&aring;es p&aring; kurset.</p>";https://kubkalender.kb.dk/event/4299881;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4299881;21573;2;Library Lighthouse, Zone 1;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;32027;Datalab;16332;Christian Knudsen;Søren Davidsen & Christian Knudsen;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/R_logo.jpg;;0;0;;5673;FALSE;TRUE;TRUE;30;28;0;0;28;TRUE;NA;NA;NA;NA;NA;NA;NA
4216739;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-08T11:30:00Z;2025-01-08T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216739;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216739;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33562;Analysis;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216739;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-08T11:30:00Z;2025-01-08T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216739;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216739;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33561;Cleaning;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216739;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-08T11:30:00Z;2025-01-08T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216739;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216739;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;32027;Datalab;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216739;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-08T11:30:00Z;2025-01-08T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216739;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216739;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33560;Harvesting;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216739;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-08T11:30:00Z;2025-01-08T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216739;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216739;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33563;Visualisation;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216740;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-15T11:30:00Z;2025-01-15T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216740;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216740;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33562;Analysis;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216740;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-15T11:30:00Z;2025-01-15T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216740;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216740;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33561;Cleaning;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216740;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-15T11:30:00Z;2025-01-15T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216740;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216740;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;32027;Datalab;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216740;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-15T11:30:00Z;2025-01-15T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216740;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216740;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33560;Harvesting;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216740;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-15T11:30:00Z;2025-01-15T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216740;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216740;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33563;Visualisation;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216741;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-22T11:30:00Z;2025-01-22T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216741;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216741;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33562;Analysis;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216741;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-22T11:30:00Z;2025-01-22T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216741;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216741;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33561;Cleaning;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216741;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-22T11:30:00Z;2025-01-22T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216741;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216741;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;32027;Datalab;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216741;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-22T11:30:00Z;2025-01-22T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216741;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216741;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33560;Harvesting;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216741;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2025-01-22T11:30:00Z;2025-01-22T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4216741;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4216741;21575;2;Library Lighthouse, Zone 3;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33563;Visualisation;16332;Christian Knudsen;;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;;0;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4217419;Explorative data analysis with R;FALSE;2025-01-28T09:00:00Z;2025-01-28T11:00:00Z;"<p>How do you gain insight in your data? We explore a largish dataset using statistical methods and visualizations.</p>

<p>We assume that you have some experience working with R, and knows the tidyverse. The level required is what you would learn on one of our introductory course in &quot;R for absolute beginners&quot;.&nbsp;</p>

<p>You should have R and Rstudio installed before the course, and preferably also have downloaded the dataset that we are going to explore. You can find further instructions <a href=""https://kubdatalab.github.io/R-EDA/setup.html"">here</a>.</p>

<p>The course is by default held in Danish - unless one or more participants requests us to do it in English.</p>";https://kubkalender.kb.dk/event/4217419;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4217419;21573;2;Library Lighthouse, Zone 1;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33562;Analysis;16332;Christian Knudsen;Christian Knudsen;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/R_logo.jpg;;0;0;;5673;FALSE;TRUE;FALSE;20;20;0;0;20;TRUE;NA;NA;NA;NA;NA;NA;NA
4217419;Explorative data analysis with R;FALSE;2025-01-28T09:00:00Z;2025-01-28T11:00:00Z;"<p>How do you gain insight in your data? We explore a largish dataset using statistical methods and visualizations.</p>

<p>We assume that you have some experience working with R, and knows the tidyverse. The level required is what you would learn on one of our introductory course in &quot;R for absolute beginners&quot;.&nbsp;</p>

<p>You should have R and Rstudio installed before the course, and preferably also have downloaded the dataset that we are going to explore. You can find further instructions <a href=""https://kubdatalab.github.io/R-EDA/setup.html"">here</a>.</p>

<p>The course is by default held in Danish - unless one or more participants requests us to do it in English.</p>";https://kubkalender.kb.dk/event/4217419;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4217419;21573;2;Library Lighthouse, Zone 1;41;KUB Nørre Campus, Nørre Allé 49, 2200 København N;NA;33561;Cleaning;16332;Christian Knudsen;Christian Knudsen;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/R_logo.jpg;;0;0;;5673;FALSE;TRUE;FALSE;20;20;0;0;20;TRUE;NA;NA;NA;NA;NA;NA;NA
